index,model,ground_truth,transcript,ground_truth_norm,transcript_norm,wer_norm,audio_duration_s,processing_time_s,rtf,token_count,has_native_timestamp,word_timestamps,error
31,google_v2,Khỏi tâm trạng tiêu cực.,Khởi Tâm trạng tiêu cực,khỏi tâm trạng tiêu cực,khởi tâm trạng tiêu cực,0.2,1.365,0.616,0.451,5,True,"[{""word"": ""Khởi"", ""start"": 0.0, ""end"": 0.6}, {""word"": ""Tâm"", ""start"": 0.6, ""end"": 0.7}, {""word"": ""trạng"", ""start"": 0.7, ""end"": 1.0}, {""word"": ""tiêu"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""cực"", ""start"": 1.1, ""end"": 1.2}]",
31,iflytek,Khỏi tâm trạng tiêu cực., Khỏi tâm trạng tiêu cực.,khỏi tâm trạng tiêu cực,khỏi tâm trạng tiêu cực,0.0,1.365,5.561,4.073,6,False,"[{""word"": "" Khỏi"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.2730666666666667}, {""word"": "" tâm"", ""wb"": null, ""we"": null, ""est_start"": 0.2730666666666667, ""est_end"": 0.47786666666666666}, {""word"": "" trạng"", ""wb"": null, ""we"": null, ""est_start"": 0.47786666666666666, ""est_end"": 0.8191999999999999}, {""word"": "" tiêu"", ""wb"": null, ""we"": null, ""est_start"": 0.8191999999999999, ""est_end"": 1.0922666666666667}, {""word"": "" cực"", ""wb"": null, ""we"": null, ""est_start"": 1.0922666666666667, ""est_end"": 1.2970666666666668}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.2970666666666668, ""est_end"": 1.3653333333333335}]",
32,google_v2,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.",để bảo vệ mình Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía Đông của Đảng,để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía đông của đảo,để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía đông của đảng,0.026,8.875,3.071,0.346,39,True,"[{""word"": ""để"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""bảo"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""vệ"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""mình"", ""start"": 0.8, ""end"": 0.9}, {""word"": ""Đài"", ""start"": 0.9, ""end"": 1.4}, {""word"": ""Loan"", ""start"": 1.4, ""end"": 1.5}, {""word"": ""có"", ""start"": 1.5, ""end"": 1.8}, {""word"": ""thể"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""tận"", ""start"": 1.9, ""end"": 2.0}, {""word"": ""dụng"", ""start"": 2.0, ""end"": 2.1}, {""word"": ""nguồn"", ""start"": 2.1, ""end"": 2.3}, {""word"": ""lực"", ""start"": 2.3, ""end"": 2.5}, {""word"": ""mà"", ""start"": 2.5, ""end"": 2.7}, {""word"": ""họ"", ""start"": 2.7, ""end"": 2.9}, {""word"": ""đang"", ""start"": 2.9, ""end"": 3.1}, {""word"": ""có"", ""start"": 3.1, ""end"": 3.3}, {""word"": ""để"", ""start"": 3.3, ""end"": 3.7}, {""word"": ""thiết"", ""start"": 3.7, ""end"": 3.9}, {""word"": ""lập"", ""start"": 3.9, ""end"": 4.1}, {""word"": ""một"", ""start"": 4.1, ""end"": 4.4}, {""word"": ""khu"", ""start"": 4.4, ""end"": 4.5}, {""word"": ""vực"", ""start"": 4.5, ""end"": 4.6}, {""word"": ""cấm"", ""start"": 4.6, ""end"": 4.8}, {""word"": ""nhằm"", ""start"": 4.8, ""end"": 5.5}, {""word"": ""ngăn"", ""start"": 5.5, ""end"": 5.7}, {""word"": ""chặn"", ""start"": 5.7, ""end"": 5.8}, {""word"": ""hải"", ""start"": 5.8, ""end"": 6.1}, {""word"": ""quân"", ""start"": 6.1, ""end"": 6.2}, {""word"": ""của"", ""start"": 6.2, ""end"": 6.4}, {""word"": ""pla"", ""start"": 6.4, ""end"": 6.8}, {""word"": ""từ"", ""start"": 6.8, ""end"": 7.5}, {""word"": ""việc"", ""start"": 7.5, ""end"": 7.7}, {""word"": ""xâm"", ""start"": 7.7, ""end"": 7.8}, {""word"": ""nhập"", ""start"": 7.8, ""end"": 7.9}, {""word"": ""vào"", ""start"": 7.9, ""end"": 8.1}, {""word"": ""phía"", ""start"": 8.1, ""end"": 8.3}, {""word"": ""Đông"", ""start"": 8.3, ""end"": 8.4}, {""word"": ""của"", ""start"": 8.4, ""end"": 8.5}, {""word"": ""Đảng"", ""start"": 8.5, ""end"": 8.7}]",
32,iflytek,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo."," Để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập 1 khu, vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào, phía đông của đảo.",để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía đông của đảo,để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập 1 khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía đông của đảo,0.026,8.875,2.045,0.23,42,False,"[{""word"": "" Để"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.14086772486772486}, {""word"": "" bảo"", ""wb"": null, ""we"": null, ""est_start"": 0.14086772486772486, ""est_end"": 0.35216931216931213}, {""word"": "" vệ"", ""wb"": null, ""we"": null, ""est_start"": 0.35216931216931213, ""est_end"": 0.493037037037037}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 0.493037037037037, ""est_end"": 0.7747724867724868}, {""word"": "" đài"", ""wb"": null, ""we"": null, ""est_start"": 0.7747724867724868, ""est_end"": 0.9860740740740741}, {""word"": "" loan"", ""wb"": null, ""we"": null, ""est_start"": 0.9860740740740741, ""est_end"": 1.267809523809524}, {""word"": "" có"", ""wb"": null, ""we"": null, ""est_start"": 1.267809523809524, ""est_end"": 1.4086772486772488}, {""word"": "" thể"", ""wb"": null, ""we"": null, ""est_start"": 1.4086772486772488, ""est_end"": 1.619978835978836}, {""word"": "" tận"", ""wb"": null, ""we"": null, ""est_start"": 1.619978835978836, ""est_end"": 1.8312804232804234}, {""word"": "" dụng"", ""wb"": null, ""we"": null, ""est_start"": 1.8312804232804234, ""est_end"": 2.1130158730158732}, {""word"": "" nguồn"", ""wb"": null, ""we"": null, ""est_start"": 2.1130158730158732, ""est_end"": 2.4651851851851854}, {""word"": "" lực"", ""wb"": null, ""we"": null, ""est_start"": 2.4651851851851854, ""est_end"": 2.6764867724867725}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 2.6764867724867725, ""est_end"": 2.8173544973544975}, {""word"": "" họ"", ""wb"": null, ""we"": null, ""est_start"": 2.8173544973544975, ""est_end"": 2.9582222222222225}, {""word"": "" đang"", ""wb"": null, ""we"": null, ""est_start"": 2.9582222222222225, ""est_end"": 3.239957671957672}, {""word"": "" có"", ""wb"": null, ""we"": null, ""est_start"": 3.239957671957672, ""est_end"": 3.380825396825397}, {""word"": "" để"", ""wb"": null, ""we"": null, ""est_start"": 3.380825396825397, ""est_end"": 3.521693121693122}, {""word"": "" thiết"", ""wb"": null, ""we"": null, ""est_start"": 3.521693121693122, ""est_end"": 3.8738624338624343}, {""word"": "" lập"", ""wb"": null, ""we"": null, ""est_start"": 3.8738624338624343, ""est_end"": 4.085164021164021}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 4.085164021164021, ""est_end"": 4.155597883597884}, {""word"": "" khu"", ""wb"": null, ""we"": null, ""est_start"": 4.155597883597884, ""est_end"": 4.3668994708994715}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 4.3668994708994715, ""est_end"": 4.437333333333334}, {""word"": "" vực"", ""wb"": null, ""we"": null, ""est_start"": 4.437333333333334, ""est_end"": 4.648634920634922}, {""word"": "" cấm"", ""wb"": null, ""we"": null, ""est_start"": 4.648634920634922, ""est_end"": 4.859936507936509}, {""word"": "" nhằm"", ""wb"": null, ""we"": null, ""est_start"": 4.859936507936509, ""est_end"": 5.141671957671959}, {""word"": "" ngăn"", ""wb"": null, ""we"": null, ""est_start"": 5.141671957671959, ""est_end"": 5.423407407407409}, {""word"": "" chặn"", ""wb"": null, ""we"": null, ""est_start"": 5.423407407407409, ""est_end"": 5.705142857142859}, {""word"": "" hải"", ""wb"": null, ""we"": null, ""est_start"": 5.705142857142859, ""est_end"": 5.916444444444447}, {""word"": "" quân"", ""wb"": null, ""we"": null, ""est_start"": 5.916444444444447, ""est_end"": 6.198179894179897}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 6.198179894179897, ""est_end"": 6.409481481481484}, {""word"": "" pla"", ""wb"": null, ""we"": null, ""est_start"": 6.409481481481484, ""est_end"": 6.620783068783072}, {""word"": "" từ"", ""wb"": null, ""we"": null, ""est_start"": 6.620783068783072, ""est_end"": 6.761650793650797}, {""word"": "" việc"", ""wb"": null, ""we"": null, ""est_start"": 6.761650793650797, ""est_end"": 7.043386243386247}, {""word"": "" xâm"", ""wb"": null, ""we"": null, ""est_start"": 7.043386243386247, ""est_end"": 7.254687830687835}, {""word"": "" nhập"", ""wb"": null, ""we"": null, ""est_start"": 7.254687830687835, ""est_end"": 7.536423280423285}, {""word"": "" vào"", ""wb"": null, ""we"": null, ""est_start"": 7.536423280423285, ""est_end"": 7.747724867724872}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 7.747724867724872, ""est_end"": 7.818158730158735}, {""word"": "" phía"", ""wb"": null, ""we"": null, ""est_start"": 7.818158730158735, ""est_end"": 8.099894179894184}, {""word"": "" đông"", ""wb"": null, ""we"": null, ""est_start"": 8.099894179894184, ""est_end"": 8.381629629629634}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 8.381629629629634, ""est_end"": 8.592931216931222}, {""word"": "" đảo"", ""wb"": null, ""we"": null, ""est_start"": 8.592931216931222, ""est_end"": 8.804232804232809}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 8.804232804232809, ""est_end"": 8.874666666666672}]",
33,google_v2,Nga giặt hoài không ra.,nhân vật hoài không ra,nga giặt hoài không ra,nhân vật hoài không ra,0.4,1.451,1.759,1.213,5,True,"[{""word"": ""nhân"", ""start"": 0.0, ""end"": 0.6}, {""word"": ""vật"", ""start"": 0.6, ""end"": 0.7}, {""word"": ""hoài"", ""start"": 0.7, ""end"": 1.0}, {""word"": ""không"", ""start"": 1.0, ""end"": 1.2}, {""word"": ""ra"", ""start"": 1.2, ""end"": 1.3}]",
33,iflytek,Nga giặt hoài không ra., Nga giặt hoài không ra.,nga giặt hoài không ra,nga giặt hoài không ra,0.0,1.451,0.534,0.368,6,False,"[{""word"": "" Nga"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.22905263157894737}, {""word"": "" giặt"", ""wb"": null, ""we"": null, ""est_start"": 0.22905263157894737, ""est_end"": 0.5344561403508772}, {""word"": "" hoài"", ""wb"": null, ""we"": null, ""est_start"": 0.5344561403508772, ""est_end"": 0.839859649122807}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 0.839859649122807, ""est_end"": 1.2216140350877192}, {""word"": "" ra"", ""wb"": null, ""we"": null, ""est_start"": 1.2216140350877192, ""est_end"": 1.3743157894736842}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.3743157894736842, ""est_end"": 1.4506666666666665}]",
34,google_v2,Mọi chuyện không chỉ dừng lại ở đó.,mọi chuyện không chỉ dừng lại ở đó,mọi chuyện không chỉ dừng lại ở đó,mọi chuyện không chỉ dừng lại ở đó,0.0,1.792,0.657,0.367,8,True,"[{""word"": ""mọi"", ""start"": 0.0, ""end"": 0.7}, {""word"": ""chuyện"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""không"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""chỉ"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""dừng"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""lại"", ""start"": 1.3, ""end"": 1.4}, {""word"": ""ở"", ""start"": 1.4, ""end"": 1.5}, {""word"": ""đó"", ""start"": 1.5, ""end"": 1.6}]",
34,iflytek,Mọi chuyện không chỉ dừng lại ở đó., Mọi chuyện không chỉ dừng lại ở đó.,mọi chuyện không chỉ dừng lại ở đó,mọi chuyện không chỉ dừng lại ở đó,0.0,1.792,0.818,0.457,9,False,"[{""word"": "" Mọi"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.192}, {""word"": "" chuyện"", ""wb"": null, ""we"": null, ""est_start"": 0.192, ""est_end"": 0.5760000000000001}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 0.5760000000000001, ""est_end"": 0.8960000000000001}, {""word"": "" chỉ"", ""wb"": null, ""we"": null, ""est_start"": 0.8960000000000001, ""est_end"": 1.088}, {""word"": "" dừng"", ""wb"": null, ""we"": null, ""est_start"": 1.088, ""est_end"": 1.344}, {""word"": "" lại"", ""wb"": null, ""we"": null, ""est_start"": 1.344, ""est_end"": 1.536}, {""word"": "" ở"", ""wb"": null, ""we"": null, ""est_start"": 1.536, ""est_end"": 1.6}, {""word"": "" đó"", ""wb"": null, ""we"": null, ""est_start"": 1.6, ""est_end"": 1.7280000000000002}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.7280000000000002, ""est_end"": 1.7920000000000003}]",
35,google_v2,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.",Sáng hôm sau lễ xin nhận ra rằng cô đã không nhận được tin tức gì từ Tony hãy Victoria cả đêm,sáng hôm sau lacey nhận ra rằng cô đã không nhận được tin tức gì từ tony hay victoria cả đêm,sáng hôm sau lễ xin nhận ra rằng cô đã không nhận được tin tức gì từ tony hãy victoria cả đêm,0.143,5.376,2.288,0.426,22,True,"[{""word"": ""Sáng"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""hôm"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""sau"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""lễ"", ""start"": 0.9, ""end"": 1.4}, {""word"": ""xin"", ""start"": 1.4, ""end"": 1.5}, {""word"": ""nhận"", ""start"": 1.5, ""end"": 1.6}, {""word"": ""ra"", ""start"": 1.6, ""end"": 1.8}, {""word"": ""rằng"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""cô"", ""start"": 1.9, ""end"": 2.1}, {""word"": ""đã"", ""start"": 2.1, ""end"": 2.2}, {""word"": ""không"", ""start"": 2.2, ""end"": 2.4}, {""word"": ""nhận"", ""start"": 2.4, ""end"": 2.6}, {""word"": ""được"", ""start"": 2.6, ""end"": 2.8}, {""word"": ""tin"", ""start"": 2.8, ""end"": 2.9}, {""word"": ""tức"", ""start"": 2.9, ""end"": 3.0}, {""word"": ""gì"", ""start"": 3.0, ""end"": 3.4}, {""word"": ""từ"", ""start"": 3.4, ""end"": 3.6}, {""word"": ""Tony"", ""start"": 3.6, ""end"": 4.0}, {""word"": ""hãy"", ""start"": 4.0, ""end"": 4.3}, {""word"": ""Victoria"", ""start"": 4.3, ""end"": 4.8}, {""word"": ""cả"", ""start"": 4.8, ""end"": 5.0}, {""word"": ""đêm"", ""start"": 5.0, ""end"": 5.2}]",
35,iflytek,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm."," Sáng hôm sau lê sỹ nhận ra rằng cô đã không nhận được tin tức gì, từ tony hay victoria cả đêm.",sáng hôm sau lacey nhận ra rằng cô đã không nhận được tin tức gì từ tony hay victoria cả đêm,sáng hôm sau lê sỹ nhận ra rằng cô đã không nhận được tin tức gì từ tony hay victoria cả đêm,0.095,5.376,1.32,0.246,24,False,"[{""word"": "" Sáng"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.29457534246575345}, {""word"": "" hôm"", ""wb"": null, ""we"": null, ""est_start"": 0.29457534246575345, ""est_end"": 0.5155068493150685}, {""word"": "" sau"", ""wb"": null, ""we"": null, ""est_start"": 0.5155068493150685, ""est_end"": 0.7364383561643836}, {""word"": "" lê"", ""wb"": null, ""we"": null, ""est_start"": 0.7364383561643836, ""est_end"": 0.8837260273972602}, {""word"": "" sỹ"", ""wb"": null, ""we"": null, ""est_start"": 0.8837260273972602, ""est_end"": 1.031013698630137}, {""word"": "" nhận"", ""wb"": null, ""we"": null, ""est_start"": 1.031013698630137, ""est_end"": 1.3255890410958906}, {""word"": "" ra"", ""wb"": null, ""we"": null, ""est_start"": 1.3255890410958906, ""est_end"": 1.4728767123287674}, {""word"": "" rằng"", ""wb"": null, ""we"": null, ""est_start"": 1.4728767123287674, ""est_end"": 1.767452054794521}, {""word"": "" cô"", ""wb"": null, ""we"": null, ""est_start"": 1.767452054794521, ""est_end"": 1.9147397260273977}, {""word"": "" đã"", ""wb"": null, ""we"": null, ""est_start"": 1.9147397260273977, ""est_end"": 2.0620273972602745}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 2.0620273972602745, ""est_end"": 2.4302465753424665}, {""word"": "" nhận"", ""wb"": null, ""we"": null, ""est_start"": 2.4302465753424665, ""est_end"": 2.72482191780822}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 2.72482191780822, ""est_end"": 3.0193972602739736}, {""word"": "" tin"", ""wb"": null, ""we"": null, ""est_start"": 3.0193972602739736, ""est_end"": 3.2403287671232888}, {""word"": "" tức"", ""wb"": null, ""we"": null, ""est_start"": 3.2403287671232888, ""est_end"": 3.461260273972604}, {""word"": "" gì"", ""wb"": null, ""we"": null, ""est_start"": 3.461260273972604, ""est_end"": 3.6085479452054807}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 3.6085479452054807, ""est_end"": 3.682191780821919}, {""word"": "" từ"", ""wb"": null, ""we"": null, ""est_start"": 3.682191780821919, ""est_end"": 3.829479452054796}, {""word"": "" tony"", ""wb"": null, ""we"": null, ""est_start"": 3.829479452054796, ""est_end"": 4.124054794520549}, {""word"": "" hay"", ""wb"": null, ""we"": null, ""est_start"": 4.124054794520549, ""est_end"": 4.344986301369864}, {""word"": "" victoria"", ""wb"": null, ""we"": null, ""est_start"": 4.344986301369864, ""est_end"": 4.934136986301371}, {""word"": "" cả"", ""wb"": null, ""we"": null, ""est_start"": 4.934136986301371, ""est_end"": 5.081424657534248}, {""word"": "" đêm"", ""wb"": null, ""we"": null, ""est_start"": 5.081424657534248, ""est_end"": 5.302356164383562}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 5.302356164383562, ""est_end"": 5.376}]",
36,google_v2,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng.,vì vậy mà những chiến binh nửa người nửa mái của Liên Xô đã không được sử dụng,vì vậy mà những chuyên binh nửa người nửa mái của liên xô đã không được sử dụng,vì vậy mà những chiến binh nửa người nửa mái của liên xô đã không được sử dụng,0.056,3.584,1.919,0.535,18,True,"[{""word"": ""vì"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""vậy"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""mà"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""những"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""chiến"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""binh"", ""start"": 1.1, ""end"": 1.2}, {""word"": ""nửa"", ""start"": 1.2, ""end"": 1.5}, {""word"": ""người"", ""start"": 1.5, ""end"": 1.6}, {""word"": ""nửa"", ""start"": 1.6, ""end"": 1.8}, {""word"": ""mái"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""của"", ""start"": 1.9, ""end"": 2.2}, {""word"": ""Liên"", ""start"": 2.2, ""end"": 2.3}, {""word"": ""Xô"", ""start"": 2.3, ""end"": 2.5}, {""word"": ""đã"", ""start"": 2.5, ""end"": 2.8}, {""word"": ""không"", ""start"": 2.8, ""end"": 3.1}, {""word"": ""được"", ""start"": 3.1, ""end"": 3.3}, {""word"": ""sử"", ""start"": 3.3, ""end"": 3.4}, {""word"": ""dụng"", ""start"": 3.4, ""end"": 3.4}]",
36,iflytek,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng., Vì vậy mà những chiến binh nửa người nửa mái của liên xô đã không được sử dụng.,vì vậy mà những chuyên binh nửa người nửa mái của liên xô đã không được sử dụng,vì vậy mà những chiến binh nửa người nửa mái của liên xô đã không được sử dụng,0.056,3.584,1.003,0.28,19,False,"[{""word"": "" Vì"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.11561290322580645}, {""word"": "" vậy"", ""wb"": null, ""we"": null, ""est_start"": 0.11561290322580645, ""est_end"": 0.28903225806451616}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 0.28903225806451616, ""est_end"": 0.4046451612903226}, {""word"": "" những"", ""wb"": null, ""we"": null, ""est_start"": 0.4046451612903226, ""est_end"": 0.6936774193548387}, {""word"": "" chiến"", ""wb"": null, ""we"": null, ""est_start"": 0.6936774193548387, ""est_end"": 0.9827096774193549}, {""word"": "" binh"", ""wb"": null, ""we"": null, ""est_start"": 0.9827096774193549, ""est_end"": 1.2139354838709677}, {""word"": "" nửa"", ""wb"": null, ""we"": null, ""est_start"": 1.2139354838709677, ""est_end"": 1.3873548387096775}, {""word"": "" người"", ""wb"": null, ""we"": null, ""est_start"": 1.3873548387096775, ""est_end"": 1.6763870967741936}, {""word"": "" nửa"", ""wb"": null, ""we"": null, ""est_start"": 1.6763870967741936, ""est_end"": 1.8498064516129034}, {""word"": "" mái"", ""wb"": null, ""we"": null, ""est_start"": 1.8498064516129034, ""est_end"": 2.023225806451613}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 2.023225806451613, ""est_end"": 2.1966451612903226}, {""word"": "" liên"", ""wb"": null, ""we"": null, ""est_start"": 2.1966451612903226, ""est_end"": 2.4278709677419354}, {""word"": "" xô"", ""wb"": null, ""we"": null, ""est_start"": 2.4278709677419354, ""est_end"": 2.543483870967742}, {""word"": "" đã"", ""wb"": null, ""we"": null, ""est_start"": 2.543483870967742, ""est_end"": 2.6590967741935487}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 2.6590967741935487, ""est_end"": 2.948129032258065}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 2.948129032258065, ""est_end"": 3.1793548387096777}, {""word"": "" sử"", ""wb"": null, ""we"": null, ""est_start"": 3.1793548387096777, ""est_end"": 3.2949677419354844}, {""word"": "" dụng"", ""wb"": null, ""we"": null, ""est_start"": 3.2949677419354844, ""est_end"": 3.526193548387097}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.526193548387097, ""est_end"": 3.5840000000000005}]",
37,google_v2,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,ZingSpeed đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon,nhưng steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp amazon mở rộng quy mô không giống như bất kỳ công ty nào khác,zingspeed đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp amazon,0.5,7.765,2.476,0.319,16,True,"[{""word"": ""ZingSpeed"", ""start"": 0.0, ""end"": 1.1}, {""word"": ""đã"", ""start"": 1.1, ""end"": 1.2}, {""word"": ""cho"", ""start"": 1.2, ""end"": 1.4}, {""word"": ""thấy"", ""start"": 1.4, ""end"": 1.5}, {""word"": ""cách"", ""start"": 1.5, ""end"": 1.8}, {""word"": ""thức"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""những"", ""start"": 1.9, ""end"": 2.0}, {""word"": ""nguyên"", ""start"": 2.0, ""end"": 2.2}, {""word"": ""lý"", ""start"": 2.2, ""end"": 2.4}, {""word"": ""này"", ""start"": 2.4, ""end"": 2.7}, {""word"": ""phối"", ""start"": 2.7, ""end"": 2.8}, {""word"": ""hợp"", ""start"": 2.8, ""end"": 3.0}, {""word"": ""hoạt"", ""start"": 3.0, ""end"": 3.1}, {""word"": ""động"", ""start"": 3.1, ""end"": 3.2}, {""word"": ""giúp"", ""start"": 3.2, ""end"": 4.0}, {""word"": ""Amazon"", ""start"": 4.0, ""end"": 4.4}]",
