index,audio_duration_s,processing_time_s,rtf,wer,ground_truth,iflytek_transcription,ground_truth_norm,iflytek_transcription_norm,token_count,has_native_timestamp,tokens,error
885,6.571,1.49,0.227,0.033,"Tập trung vào con người là muốn phát biểu, chúng ta hãy cùng thảo luận về kế hoạch này và lý do tại sao chúng ta làm những việc đó.", Tập trung vào con người là muốn phát biểu chúng ta hãy cùng thảo luận về kế hoạch này và lý do tại sao chúng ta làm như việc đó.,tập trung vào con người là muốn phát biểu chúng ta hãy cùng thảo luận về kế hoạch này và lý do tại sao chúng ta làm những việc đó,tập trung vào con người là muốn phát biểu chúng ta hãy cùng thảo luận về kế hoạch này và lý do tại sao chúng ta làm như việc đó,31,False,"[{""word"": "" Tập"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.19911111111111113}, {""word"": "" trung"", ""wb"": null, ""we"": null, ""est_start"": 0.19911111111111113, ""est_end"": 0.530962962962963}, {""word"": "" vào"", ""wb"": null, ""we"": null, ""est_start"": 0.530962962962963, ""est_end"": 0.7300740740740741}, {""word"": "" con"", ""wb"": null, ""we"": null, ""est_start"": 0.7300740740740741, ""est_end"": 0.9291851851851852}, {""word"": "" người"", ""wb"": null, ""we"": null, ""est_start"": 0.9291851851851852, ""est_end"": 1.261037037037037}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 1.261037037037037, ""est_end"": 1.3937777777777778}, {""word"": "" muốn"", ""wb"": null, ""we"": null, ""est_start"": 1.3937777777777778, ""est_end"": 1.6592592592592592}, {""word"": "" phát"", ""wb"": null, ""we"": null, ""est_start"": 1.6592592592592592, ""est_end"": 1.9247407407407406}, {""word"": "" biểu"", ""wb"": null, ""we"": null, ""est_start"": 1.9247407407407406, ""est_end"": 2.1902222222222223}, {""word"": "" chúng"", ""wb"": null, ""we"": null, ""est_start"": 2.1902222222222223, ""est_end"": 2.522074074074074}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 2.522074074074074, ""est_end"": 2.6548148148148147}, {""word"": "" hãy"", ""wb"": null, ""we"": null, ""est_start"": 2.6548148148148147, ""est_end"": 2.853925925925926}, {""word"": "" cùng"", ""wb"": null, ""we"": null, ""est_start"": 2.853925925925926, ""est_end"": 3.1194074074074076}, {""word"": "" thảo"", ""wb"": null, ""we"": null, ""est_start"": 3.1194074074074076, ""est_end"": 3.3848888888888893}, {""word"": "" luận"", ""wb"": null, ""we"": null, ""est_start"": 3.3848888888888893, ""est_end"": 3.650370370370371}, {""word"": "" về"", ""wb"": null, ""we"": null, ""est_start"": 3.650370370370371, ""est_end"": 3.7831111111111118}, {""word"": "" kế"", ""wb"": null, ""we"": null, ""est_start"": 3.7831111111111118, ""est_end"": 3.9158518518518526}, {""word"": "" hoạch"", ""wb"": null, ""we"": null, ""est_start"": 3.9158518518518526, ""est_end"": 4.247703703703705}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 4.247703703703705, ""est_end"": 4.446814814814815}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 4.446814814814815, ""est_end"": 4.579555555555556}, {""word"": "" lý"", ""wb"": null, ""we"": null, ""est_start"": 4.579555555555556, ""est_end"": 4.712296296296297}, {""word"": "" do"", ""wb"": null, ""we"": null, ""est_start"": 4.712296296296297, ""est_end"": 4.845037037037038}, {""word"": "" tại"", ""wb"": null, ""we"": null, ""est_start"": 4.845037037037038, ""est_end"": 5.044148148148149}, {""word"": "" sao"", ""wb"": null, ""we"": null, ""est_start"": 5.044148148148149, ""est_end"": 5.2432592592592595}, {""word"": "" chúng"", ""wb"": null, ""we"": null, ""est_start"": 5.2432592592592595, ""est_end"": 5.575111111111111}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 5.575111111111111, ""est_end"": 5.707851851851852}, {""word"": "" làm"", ""wb"": null, ""we"": null, ""est_start"": 5.707851851851852, ""est_end"": 5.906962962962963}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 5.906962962962963, ""est_end"": 6.1060740740740735}, {""word"": "" việc"", ""wb"": null, ""we"": null, ""est_start"": 6.1060740740740735, ""est_end"": 6.371555555555555}, {""word"": "" đó"", ""wb"": null, ""we"": null, ""est_start"": 6.371555555555555, ""est_end"": 6.504296296296296}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 6.504296296296296, ""est_end"": 6.570666666666666}]",
886,6.4,1.533,0.24,0.179,"Để tránh việc không khí ẩm tràn vào nhà gây đống nước, người dân nên đóng kính cửa, có thể sử dụng điện hoa hoặc máy hụt ẩm.", Để tránh việc không khí ẩm tràn vào nhà gây đọng nước người dân nên đóng cánh cửa có thể sử dụng điều hòa hoặc máy hút ẩm.,để tránh việc không khí ẩm tràn vào nhà gây đống nước người dân nên đóng kính cửa có thể sử dụng điện hoa hoặc máy hụt ẩm,để tránh việc không khí ẩm tràn vào nhà gây đọng nước người dân nên đóng cánh cửa có thể sử dụng điều hòa hoặc máy hút ẩm,29,False,"[{""word"": "" Để"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.13473684210526315}, {""word"": "" tránh"", ""wb"": null, ""we"": null, ""est_start"": 0.13473684210526315, ""est_end"": 0.47157894736842104}, {""word"": "" việc"", ""wb"": null, ""we"": null, ""est_start"": 0.47157894736842104, ""est_end"": 0.7410526315789474}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 0.7410526315789474, ""est_end"": 1.0778947368421052}, {""word"": "" khí"", ""wb"": null, ""we"": null, ""est_start"": 1.0778947368421052, ""est_end"": 1.28}, {""word"": "" ẩm"", ""wb"": null, ""we"": null, ""est_start"": 1.28, ""est_end"": 1.4147368421052633}, {""word"": "" tràn"", ""wb"": null, ""we"": null, ""est_start"": 1.4147368421052633, ""est_end"": 1.6842105263157896}, {""word"": "" vào"", ""wb"": null, ""we"": null, ""est_start"": 1.6842105263157896, ""est_end"": 1.8863157894736844}, {""word"": "" nhà"", ""wb"": null, ""we"": null, ""est_start"": 1.8863157894736844, ""est_end"": 2.088421052631579}, {""word"": "" gây"", ""wb"": null, ""we"": null, ""est_start"": 2.088421052631579, ""est_end"": 2.2905263157894735}, {""word"": "" đọng"", ""wb"": null, ""we"": null, ""est_start"": 2.2905263157894735, ""est_end"": 2.5599999999999996}, {""word"": "" nước"", ""wb"": null, ""we"": null, ""est_start"": 2.5599999999999996, ""est_end"": 2.8294736842105257}, {""word"": "" người"", ""wb"": null, ""we"": null, ""est_start"": 2.8294736842105257, ""est_end"": 3.1663157894736838}, {""word"": "" dân"", ""wb"": null, ""we"": null, ""est_start"": 3.1663157894736838, ""est_end"": 3.3684210526315783}, {""word"": "" nên"", ""wb"": null, ""we"": null, ""est_start"": 3.3684210526315783, ""est_end"": 3.570526315789473}, {""word"": "" đóng"", ""wb"": null, ""we"": null, ""est_start"": 3.570526315789473, ""est_end"": 3.839999999999999}, {""word"": "" cánh"", ""wb"": null, ""we"": null, ""est_start"": 3.839999999999999, ""est_end"": 4.109473684210525}, {""word"": "" cửa"", ""wb"": null, ""we"": null, ""est_start"": 4.109473684210525, ""est_end"": 4.31157894736842}, {""word"": "" có"", ""wb"": null, ""we"": null, ""est_start"": 4.31157894736842, ""est_end"": 4.446315789473683}, {""word"": "" thể"", ""wb"": null, ""we"": null, ""est_start"": 4.446315789473683, ""est_end"": 4.648421052631578}, {""word"": "" sử"", ""wb"": null, ""we"": null, ""est_start"": 4.648421052631578, ""est_end"": 4.783157894736841}, {""word"": "" dụng"", ""wb"": null, ""we"": null, ""est_start"": 4.783157894736841, ""est_end"": 5.052631578947367}, {""word"": "" điều"", ""wb"": null, ""we"": null, ""est_start"": 5.052631578947367, ""est_end"": 5.322105263157893}, {""word"": "" hòa"", ""wb"": null, ""we"": null, ""est_start"": 5.322105263157893, ""est_end"": 5.524210526315788}, {""word"": "" hoặc"", ""wb"": null, ""we"": null, ""est_start"": 5.524210526315788, ""est_end"": 5.793684210526314}, {""word"": "" máy"", ""wb"": null, ""we"": null, ""est_start"": 5.793684210526314, ""est_end"": 5.9957894736842094}, {""word"": "" hút"", ""wb"": null, ""we"": null, ""est_start"": 5.9957894736842094, ""est_end"": 6.1978947368421045}, {""word"": "" ẩm"", ""wb"": null, ""we"": null, ""est_start"": 6.1978947368421045, ""est_end"": 6.3326315789473675}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 6.3326315789473675, ""est_end"": 6.3999999999999995}]",
887,1.707,0.565,0.331,0.2,"Cơm chưa chín, con đói.", Cơm chưa 9 con đói.,cơm chưa chín con đói,cơm chưa 9 con đói,6,False,"[{""word"": "" Cơm"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.3413333333333334}, {""word"": "" chưa"", ""wb"": null, ""we"": null, ""est_start"": 0.3413333333333334, ""est_end"": 0.7964444444444445}, {""word"": "" 9"", ""wb"": null, ""we"": null, ""est_start"": 0.7964444444444445, ""est_end"": 0.9102222222222223}, {""word"": "" con"", ""wb"": null, ""we"": null, ""est_start"": 0.9102222222222223, ""est_end"": 1.2515555555555555}, {""word"": "" đói"", ""wb"": null, ""we"": null, ""est_start"": 1.2515555555555555, ""est_end"": 1.592888888888889}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.592888888888889, ""est_end"": 1.7066666666666668}]",
888,10.155,2.172,0.214,0.026,"Lúc này, nhiều người có thể sẽ nghĩ trời ơi, mất hết rồi, dự án không hoàn thành được, mất đi đối tá, tôi sẽ bị sa thải và làm thế nào để trả tiền nhà tháng sau đây?", Lúc này nhiều người có thể sẽ nghĩ trời ơi mất hết rồi dự án không hoàn thành được mất đi đối tác tôi sẽ bị sa thải và làm thế nào để trả tiền nhà tháng sau đây.,lúc này nhiều người có thể sẽ nghĩ trời ơi mất hết rồi dự án không hoàn thành được mất đi đối tá tôi sẽ bị sa thải và làm thế nào để trả tiền nhà tháng sau đây,lúc này nhiều người có thể sẽ nghĩ trời ơi mất hết rồi dự án không hoàn thành được mất đi đối tác tôi sẽ bị sa thải và làm thế nào để trả tiền nhà tháng sau đây,40,False,"[{""word"": "" Lúc"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.2476747967479675}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 0.2476747967479675, ""est_end"": 0.495349593495935}, {""word"": "" nhiều"", ""wb"": null, ""we"": null, ""est_start"": 0.495349593495935, ""est_end"": 0.9081409214092142}, {""word"": "" người"", ""wb"": null, ""we"": null, ""est_start"": 0.9081409214092142, ""est_end"": 1.3209322493224933}, {""word"": "" có"", ""wb"": null, ""we"": null, ""est_start"": 1.3209322493224933, ""est_end"": 1.486048780487805}, {""word"": "" thể"", ""wb"": null, ""we"": null, ""est_start"": 1.486048780487805, ""est_end"": 1.7337235772357726}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 1.7337235772357726, ""est_end"": 1.8988401084010844}, {""word"": "" nghĩ"", ""wb"": null, ""we"": null, ""est_start"": 1.8988401084010844, ""est_end"": 2.229073170731708}, {""word"": "" trời"", ""wb"": null, ""we"": null, ""est_start"": 2.229073170731708, ""est_end"": 2.5593062330623315}, {""word"": "" ơi"", ""wb"": null, ""we"": null, ""est_start"": 2.5593062330623315, ""est_end"": 2.724422764227643}, {""word"": "" mất"", ""wb"": null, ""we"": null, ""est_start"": 2.724422764227643, ""est_end"": 2.9720975609756106}, {""word"": "" hết"", ""wb"": null, ""we"": null, ""est_start"": 2.9720975609756106, ""est_end"": 3.219772357723578}, {""word"": "" rồi"", ""wb"": null, ""we"": null, ""est_start"": 3.219772357723578, ""est_end"": 3.4674471544715457}, {""word"": "" dự"", ""wb"": null, ""we"": null, ""est_start"": 3.4674471544715457, ""est_end"": 3.6325636856368573}, {""word"": "" án"", ""wb"": null, ""we"": null, ""est_start"": 3.6325636856368573, ""est_end"": 3.797680216802169}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 3.797680216802169, ""est_end"": 4.210471544715448}, {""word"": "" hoàn"", ""wb"": null, ""we"": null, ""est_start"": 4.210471544715448, ""est_end"": 4.540704607046071}, {""word"": "" thành"", ""wb"": null, ""we"": null, ""est_start"": 4.540704607046071, ""est_end"": 4.95349593495935}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 4.95349593495935, ""est_end"": 5.283728997289973}, {""word"": "" mất"", ""wb"": null, ""we"": null, ""est_start"": 5.283728997289973, ""est_end"": 5.53140379403794}, {""word"": "" đi"", ""wb"": null, ""we"": null, ""est_start"": 5.53140379403794, ""est_end"": 5.696520325203252}, {""word"": "" đối"", ""wb"": null, ""we"": null, ""est_start"": 5.696520325203252, ""est_end"": 5.9441951219512195}, {""word"": "" tác"", ""wb"": null, ""we"": null, ""est_start"": 5.9441951219512195, ""est_end"": 6.191869918699187}, {""word"": "" tôi"", ""wb"": null, ""we"": null, ""est_start"": 6.191869918699187, ""est_end"": 6.439544715447154}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 6.439544715447154, ""est_end"": 6.604661246612466}, {""word"": "" bị"", ""wb"": null, ""we"": null, ""est_start"": 6.604661246612466, ""est_end"": 6.769777777777778}, {""word"": "" sa"", ""wb"": null, ""we"": null, ""est_start"": 6.769777777777778, ""est_end"": 6.93489430894309}, {""word"": "" thải"", ""wb"": null, ""we"": null, ""est_start"": 6.93489430894309, ""est_end"": 7.265127371273713}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 7.265127371273713, ""est_end"": 7.430243902439025}, {""word"": "" làm"", ""wb"": null, ""we"": null, ""est_start"": 7.430243902439025, ""est_end"": 7.677918699186992}, {""word"": "" thế"", ""wb"": null, ""we"": null, ""est_start"": 7.677918699186992, ""est_end"": 7.925593495934959}, {""word"": "" nào"", ""wb"": null, ""we"": null, ""est_start"": 7.925593495934959, ""est_end"": 8.173268292682927}, {""word"": "" để"", ""wb"": null, ""we"": null, ""est_start"": 8.173268292682927, ""est_end"": 8.338384823848239}, {""word"": "" trả"", ""wb"": null, ""we"": null, ""est_start"": 8.338384823848239, ""est_end"": 8.586059620596206}, {""word"": "" tiền"", ""wb"": null, ""we"": null, ""est_start"": 8.586059620596206, ""est_end"": 8.91629268292683}, {""word"": "" nhà"", ""wb"": null, ""we"": null, ""est_start"": 8.91629268292683, ""est_end"": 9.163967479674797}, {""word"": "" tháng"", ""wb"": null, ""we"": null, ""est_start"": 9.163967479674797, ""est_end"": 9.576758807588076}, {""word"": "" sau"", ""wb"": null, ""we"": null, ""est_start"": 9.576758807588076, ""est_end"": 9.824433604336043}, {""word"": "" đây"", ""wb"": null, ""we"": null, ""est_start"": 9.824433604336043, ""est_end"": 10.07210840108401}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 10.07210840108401, ""est_end"": 10.154666666666666}]",
889,3.669,0.92,0.251,0.062,Pháp tu của Thầy Huệ Viễn chính là đường lối cơ bản của tịnh Độ Tông., Pháp tu của thầy họa viễn chính là đường lối cơ bản của tịnh độ tông.,pháp tu của thầy huệ viễn chính là đường lối cơ bản của tịnh độ tông,pháp tu của thầy họa viễn chính là đường lối cơ bản của tịnh độ tông,17,False,"[{""word"": "" Pháp"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.27180246913580247}, {""word"": "" tu"", ""wb"": null, ""we"": null, ""est_start"": 0.27180246913580247, ""est_end"": 0.4077037037037037}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 0.4077037037037037, ""est_end"": 0.6115555555555555}, {""word"": "" thầy"", ""wb"": null, ""we"": null, ""est_start"": 0.6115555555555555, ""est_end"": 0.8833580246913579}, {""word"": "" họa"", ""wb"": null, ""we"": null, ""est_start"": 0.8833580246913579, ""est_end"": 1.0872098765432097}, {""word"": "" viễn"", ""wb"": null, ""we"": null, ""est_start"": 1.0872098765432097, ""est_end"": 1.3590123456790122}, {""word"": "" chính"", ""wb"": null, ""we"": null, ""est_start"": 1.3590123456790122, ""est_end"": 1.6987654320987653}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 1.6987654320987653, ""est_end"": 1.8346666666666664}, {""word"": "" đường"", ""wb"": null, ""we"": null, ""est_start"": 1.8346666666666664, ""est_end"": 2.1744197530864193}, {""word"": "" lối"", ""wb"": null, ""we"": null, ""est_start"": 2.1744197530864193, ""est_end"": 2.3782716049382713}, {""word"": "" cơ"", ""wb"": null, ""we"": null, ""est_start"": 2.3782716049382713, ""est_end"": 2.5141728395061724}, {""word"": "" bản"", ""wb"": null, ""we"": null, ""est_start"": 2.5141728395061724, ""est_end"": 2.7180246913580244}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 2.7180246913580244, ""est_end"": 2.9218765432098763}, {""word"": "" tịnh"", ""wb"": null, ""we"": null, ""est_start"": 2.9218765432098763, ""est_end"": 3.1936790123456786}, {""word"": "" độ"", ""wb"": null, ""we"": null, ""est_start"": 3.1936790123456786, ""est_end"": 3.32958024691358}, {""word"": "" tông"", ""wb"": null, ""we"": null, ""est_start"": 3.32958024691358, ""est_end"": 3.601382716049382}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.601382716049382, ""est_end"": 3.669333333333333}]",
890,2.56,0.736,0.287,0.0,Chúng ta sẽ không cần đi trả lời câu hỏi., Chúng ta sẽ không cần đi trả lời câu hỏi.,chúng ta sẽ không cần đi trả lời câu hỏi,chúng ta sẽ không cần đi trả lời câu hỏi,11,False,"[{""word"": "" Chúng"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.4}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 0.4, ""est_end"": 0.56}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 0.56, ""est_end"": 0.7200000000000001}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 0.7200000000000001, ""est_end"": 1.12}, {""word"": "" cần"", ""wb"": null, ""we"": null, ""est_start"": 1.12, ""est_end"": 1.36}, {""word"": "" đi"", ""wb"": null, ""we"": null, ""est_start"": 1.36, ""est_end"": 1.52}, {""word"": "" trả"", ""wb"": null, ""we"": null, ""est_start"": 1.52, ""est_end"": 1.76}, {""word"": "" lời"", ""wb"": null, ""we"": null, ""est_start"": 1.76, ""est_end"": 2.0}, {""word"": "" câu"", ""wb"": null, ""we"": null, ""est_start"": 2.0, ""est_end"": 2.24}, {""word"": "" hỏi"", ""wb"": null, ""we"": null, ""est_start"": 2.24, ""est_end"": 2.4800000000000004}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.4800000000000004, ""est_end"": 2.5600000000000005}]",
891,3.072,0.86,0.28,0.154,Nhưng tại sao hắn lại được ca tụng là vua của nguyên hôn?, Nhưng tại sao hắn lại được ca tụng là vua của nguyễn hồn.,nhưng tại sao hắn lại được ca tụng là vua của nguyên hôn,nhưng tại sao hắn lại được ca tụng là vua của nguyễn hồn,14,False,"[{""word"": "" Nhưng"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.3413333333333333}, {""word"": "" tại"", ""wb"": null, ""we"": null, ""est_start"": 0.3413333333333333, ""est_end"": 0.5461333333333334}, {""word"": "" sao"", ""wb"": null, ""we"": null, ""est_start"": 0.5461333333333334, ""est_end"": 0.7509333333333333}, {""word"": "" hắn"", ""wb"": null, ""we"": null, ""est_start"": 0.7509333333333333, ""est_end"": 0.9557333333333333}, {""word"": "" lại"", ""wb"": null, ""we"": null, ""est_start"": 0.9557333333333333, ""est_end"": 1.1605333333333334}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 1.1605333333333334, ""est_end"": 1.4336000000000002}, {""word"": "" ca"", ""wb"": null, ""we"": null, ""est_start"": 1.4336000000000002, ""est_end"": 1.5701333333333336}, {""word"": "" tụng"", ""wb"": null, ""we"": null, ""est_start"": 1.5701333333333336, ""est_end"": 1.8432000000000004}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 1.8432000000000004, ""est_end"": 1.9797333333333338}, {""word"": "" vua"", ""wb"": null, ""we"": null, ""est_start"": 1.9797333333333338, ""est_end"": 2.184533333333334}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 2.184533333333334, ""est_end"": 2.389333333333334}, {""word"": "" nguyễn"", ""wb"": null, ""we"": null, ""est_start"": 2.389333333333334, ""est_end"": 2.798933333333334}, {""word"": "" hồn"", ""wb"": null, ""we"": null, ""est_start"": 2.798933333333334, ""est_end"": 3.0037333333333343}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.0037333333333343, ""est_end"": 3.072000000000001}]",
892,2.816,0.807,0.287,0.222,Sau khi kết thúc quá trình tuyển chọn Gibbush., Sau khi kết thúc quá trình tuyển chọn nghỉ bút.,sau khi kết thúc quá trình tuyển chọn gibbush,sau khi kết thúc quá trình tuyển chọn nghỉ bút,11,False,"[{""word"": "" Sau"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.2223157894736842}, {""word"": "" khi"", ""wb"": null, ""we"": null, ""est_start"": 0.2223157894736842, ""est_end"": 0.4446315789473684}, {""word"": "" kết"", ""wb"": null, ""we"": null, ""est_start"": 0.4446315789473684, ""est_end"": 0.6669473684210525}, {""word"": "" thúc"", ""wb"": null, ""we"": null, ""est_start"": 0.6669473684210525, ""est_end"": 0.9633684210526314}, {""word"": "" quá"", ""wb"": null, ""we"": null, ""est_start"": 0.9633684210526314, ""est_end"": 1.1856842105263157}, {""word"": "" trình"", ""wb"": null, ""we"": null, ""est_start"": 1.1856842105263157, ""est_end"": 1.5562105263157893}, {""word"": "" tuyển"", ""wb"": null, ""we"": null, ""est_start"": 1.5562105263157893, ""est_end"": 1.9267368421052629}, {""word"": "" chọn"", ""wb"": null, ""we"": null, ""est_start"": 1.9267368421052629, ""est_end"": 2.2231578947368416}, {""word"": "" nghỉ"", ""wb"": null, ""we"": null, ""est_start"": 2.2231578947368416, ""est_end"": 2.5195789473684203}, {""word"": "" bút"", ""wb"": null, ""we"": null, ""est_start"": 2.5195789473684203, ""est_end"": 2.7418947368421045}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.7418947368421045, ""est_end"": 2.8159999999999994}]",
893,6.4,1.45,0.227,0.043,"Hãy quan sát, biết đâu ẩn dưới lớp vỏ tâm thường của thực tại sẽ là những chất liệu sáng tác phi thường.", Hãy quan sát biết đâu ẩn dưới lớp vỏ tầm thường của thực tại sẽ là những chất liệu sáng tác phi thường.,hãy quan sát biết đâu ẩn dưới lớp vỏ tâm thường của thực tại sẽ là những chất liệu sáng tác phi thường,hãy quan sát biết đâu ẩn dưới lớp vỏ tầm thường của thực tại sẽ là những chất liệu sáng tác phi thường,24,False,"[{""word"": "" Hãy"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.23703703703703705}, {""word"": "" quan"", ""wb"": null, ""we"": null, ""est_start"": 0.23703703703703705, ""est_end"": 0.5530864197530865}, {""word"": "" sát"", ""wb"": null, ""we"": null, ""est_start"": 0.5530864197530865, ""est_end"": 0.7901234567901235}, {""word"": "" biết"", ""wb"": null, ""we"": null, ""est_start"": 0.7901234567901235, ""est_end"": 1.106172839506173}, {""word"": "" đâu"", ""wb"": null, ""we"": null, ""est_start"": 1.106172839506173, ""est_end"": 1.34320987654321}, {""word"": "" ẩn"", ""wb"": null, ""we"": null, ""est_start"": 1.34320987654321, ""est_end"": 1.5012345679012347}, {""word"": "" dưới"", ""wb"": null, ""we"": null, ""est_start"": 1.5012345679012347, ""est_end"": 1.817283950617284}, {""word"": "" lớp"", ""wb"": null, ""we"": null, ""est_start"": 1.817283950617284, ""est_end"": 2.054320987654321}, {""word"": "" vỏ"", ""wb"": null, ""we"": null, ""est_start"": 2.054320987654321, ""est_end"": 2.212345679012346}, {""word"": "" tầm"", ""wb"": null, ""we"": null, ""est_start"": 2.212345679012346, ""est_end"": 2.449382716049383}, {""word"": "" thường"", ""wb"": null, ""we"": null, ""est_start"": 2.449382716049383, ""est_end"": 2.923456790123457}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 2.923456790123457, ""est_end"": 3.160493827160494}, {""word"": "" thực"", ""wb"": null, ""we"": null, ""est_start"": 3.160493827160494, ""est_end"": 3.4765432098765436}, {""word"": "" tại"", ""wb"": null, ""we"": null, ""est_start"": 3.4765432098765436, ""est_end"": 3.7135802469135806}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 3.7135802469135806, ""est_end"": 3.8716049382716053}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 3.8716049382716053, ""est_end"": 4.02962962962963}, {""word"": "" những"", ""wb"": null, ""we"": null, ""est_start"": 4.02962962962963, ""est_end"": 4.424691358024692}, {""word"": "" chất"", ""wb"": null, ""we"": null, ""est_start"": 4.424691358024692, ""est_end"": 4.740740740740741}, {""word"": "" liệu"", ""wb"": null, ""we"": null, ""est_start"": 4.740740740740741, ""est_end"": 5.056790123456791}, {""word"": "" sáng"", ""wb"": null, ""we"": null, ""est_start"": 5.056790123456791, ""est_end"": 5.3728395061728405}, {""word"": "" tác"", ""wb"": null, ""we"": null, ""est_start"": 5.3728395061728405, ""est_end"": 5.609876543209878}, {""word"": "" phi"", ""wb"": null, ""we"": null, ""est_start"": 5.609876543209878, ""est_end"": 5.846913580246915}, {""word"": "" thường"", ""wb"": null, ""we"": null, ""est_start"": 5.846913580246915, ""est_end"": 6.320987654320989}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 6.320987654320989, ""est_end"": 6.400000000000001}]",
894,0.853,0.426,0.499,0.0,Hiểu ý á., Hiểu ý á.,hiểu ý á,hiểu ý á,4,False,"[{""word"": "" Hiểu"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.4876190476190476}, {""word"": "" ý"", ""wb"": null, ""we"": null, ""est_start"": 0.4876190476190476, ""est_end"": 0.6095238095238096}, {""word"": "" á"", ""wb"": null, ""we"": null, ""est_start"": 0.6095238095238096, ""est_end"": 0.7314285714285715}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 0.7314285714285715, ""est_end"": 0.8533333333333335}]",
