index,dataset,path,audio_duration,processing_time,rtf,ground_truth,gemini_model,gemini_transcription
82,dolly-vn/dolly-audio-1000h-vietnamese,290315d5-8825-4495-be87-a363bc0e75a1.wav,1.888,3.2202956700057257,1.7056650794521853,Những cơn đau chậm lại.,gemini-3-flash-preview,Những cơn đau chậm lại.
83,dolly-vn/dolly-audio-1000h-vietnamese,42f87373-8ea5-4d5e-903a-c0378c6c1546.wav,2.9226666666666667,3.528270815993892,1.2072094489030196,Con quái vật làu bàu và đổ gục xuống trong màn bụi.,gemini-3-flash-preview,Con quái vật làu bàu và đổ gục xuống trong màn bụi.
84,dolly-vn/dolly-audio-1000h-vietnamese,74711e7f-318a-46e8-abc3-9040b713e7e2.wav,6.741333333333333,7.636192962003406,1.1327422313098408,"Bên cạnh ông, nhờ sự che chở hình như có kết quả tốt của Bộ giáp Elhaz, hai thầy Phù thủy đang tung bùa yểm chống lại kẻ thù.",gemini-3-flash-preview,"Bên cạnh ông, nhờ sự che chở hình như có kết quả tốt của bộ giáp E-lát, hai thầy phù thủy đang tung bùa yểm chống lại kẻ thù."
85,dolly-vn/dolly-audio-1000h-vietnamese,a5536558-7df1-40d9-b139-38ec8bdb378a.wav,1.8026666666666666,4.460736467008246,2.474520969124397,Rút Lui Khi Đã Thành Công tám.,gemini-3-flash-preview,Rút lui khi đã thành công 8
86,dolly-vn/dolly-audio-1000h-vietnamese,a444fce7-0fdc-431e-b487-642eb2b2084d.wav,7.605333333333333,3.8610991690075025,0.5076830955041421,"Phía đằng trước, được bảo vệ bởi tư thế huyền diệu Naudhiz, ba thầy Phù thủy khác đang đối đầu với lũ Ork sùi bọt mép.",gemini-3-flash-preview,"Phía đằng trước, được bảo vệ bởi tư thế huyền diệu Naudiz, ba thầy phù thủy khác đang đối đầu với lũ Orc sùi bọt mép."
87,dolly-vn/dolly-audio-1000h-vietnamese,ef690e3b-004c-4d1f-9047-a0d51fd545aa.wav,3.7333333333333334,3.8569704899855424,1.0331170955318416,Quách Gia Một Mưu Lược Gia Không Bao Giờ Tính Toán Sai một.,gemini-3-flash-preview,Quách Gia một mưu lược gia không bao giờ tính toán sai một
88,dolly-vn/dolly-audio-1000h-vietnamese,92a008e0-91d3-4186-b81a-b054e07d8228.wav,2.24,3.876867849001428,1.730744575447066,Nàng với tay chụp chiếc mặt nạ úp lên mặt.,gemini-3-flash-preview,Nàng với tay chụp chiếc mặt nạ úp lên mặt.
89,dolly-vn/dolly-audio-1000h-vietnamese,6feaf6c4-b465-4917-9c77-399f628d552d.wav,2.7093333333333334,3.629705583996838,1.3397043248019824,Vị bác sĩ mở khóa hơi và chăm chú nhìn nàng.,gemini-3-flash-preview,Vị bác sĩ mở khóa hơi và chăm chú nhìn nàng.
90,dolly-vn/dolly-audio-1000h-vietnamese,9d849bb9-d754-4d04-9de1-305cc935ba92.wav,2.058666666666667,3.677697725011967,1.7864464337817196,"Độ một lát, cơn đau lại hết.",gemini-3-flash-preview,"Độ một lát, cơn đau lại hết."
91,dolly-vn/dolly-audio-1000h-vietnamese,a6abeeef-b735-4ea5-bbd9-b2d8f6827611.wav,1.9306666666666668,3.5479125510028098,1.8376618876050463,Catherine mỉm cười. Không đau lắm.,gemini-3-flash-preview,Catherine mỉm cười không đau lắm
92,dolly-vn/dolly-audio-1000h-vietnamese,114a83dc-fc0a-4bb3-951e-1405d6b08073.wav,5.856,7.76168918600888,1.325425065916817,Sáu! Chỉ còn lại sáu thầy Phù thủy cầm cự được trên tổng số ba mươi người trong đoàn quân hôm lên đường ở Xứ Ys! Ông siết chặt nắm đấm.,gemini-3-flash-preview,"Số, chỉ còn lại sáu thầy phù thủy cầm cự được trên tổng số ba mươi người trong đoàn quân hôm lên đường ở xứ Is, ông siết chặt nắm đấm."
93,dolly-vn/dolly-audio-1000h-vietnamese,b5be98a3-d120-450a-9c82-6c50a90ee47c.wav,1.728,3.7699262329842895,2.18167027371776,Em thích thứ hơi thuốc đó quá.,gemini-3-flash-preview,Em thích thứ hơi thuốc đó quá
94,dolly-vn/dolly-audio-1000h-vietnamese,044cc9a5-7224-4333-9150-632ca067c003.wav,3.3706666666666667,3.4375522889895365,1.0198434401669907,Vị bác sĩ mở khóa hơi và nhìn đồng hồ.,gemini-3-flash-preview,Vị bác sĩ mở khóa hơi và nhìn đồng hồ.
95,dolly-vn/dolly-audio-1000h-vietnamese,dbdfd410-75ac-4423-99e9-3acb9afa0dec.wav,1.5146666666666666,9.021437745017465,5.956054849263292,Dự Đoán Về Tôn Sách năm.,gemini-3-flash-preview,Dự đoán về tuyển sinh năm
96,dolly-vn/dolly-audio-1000h-vietnamese,733fae9c-ca41-4b08-92e1-7294a4bb79bb.wav,5.44,3.728756208991399,0.6854331266528306,Trên mặt đồng hồ có một kim quay theo sự điều khiển của tay quay. Em cần ngay bây giờ đấy Catherine nói.,gemini-3-flash-preview,"Trên mặt đồng hồ có một kim quay theo sự điều khiển của tay quay. Em cần ngay bây giờ đấy, Catherine nói."
97,dolly-vn/dolly-audio-1000h-vietnamese,9e0806da-33b6-464e-bfcf-559a6b5a0a20.wav,1.6213333333333333,4.2411120340111665,2.615817455187808,Dùng Trí Đánh Bại Họ Viên sáu.,gemini-3-flash-preview,Dùng chi đánh bại học viên sáu
98,dolly-vn/dolly-audio-1000h-vietnamese,28734362-3406-4146-b1eb-228e45bd4bbe.wav,2.4,3.3721830520080402,1.405076271670017,Nàng ụp sát chiếc mặt nạ lên mặt.,gemini-3-flash-preview,Nàng úp sát chiếc mặt nạ lên mặt
99,dolly-vn/dolly-audio-1000h-vietnamese,0141baa3-86bc-4cf7-bd8d-698b23577374.wav,1.8346666666666667,5.777493200002937,3.1490696947690426,Tuổi Trẻ Chết Sớm chín.,gemini-3-flash-preview,Tuổi trẻ chết sớm chín
