Audio_ID,Model,Duration_s,Processing_Time_s,RTF,WER,Ground_Truth,Transcript,Ground_Truth_Norm,Transcript_Norm,Word_Timestamps,Error
Sample_255,latest_short,2.3,2.32,1.006,0.0,"Các bạn nhìn cái miếng thịt gà nè, rất là ngon.",Các bạn nhìn cái miếng thịt gà nè rất là ngon,các bạn nhìn cái miếng thịt gà nè rất là ngon,các bạn nhìn cái miếng thịt gà nè rất là ngon,"[{'word': 'Các', 'start': 0.0, 'end': 0.5}, {'word': 'bạn', 'start': 0.5, 'end': 0.6}, {'word': 'nhìn', 'start': 0.6, 'end': 0.7}, {'word': 'cái', 'start': 0.7, 'end': 0.9}, {'word': 'miếng', 'start': 0.9, 'end': 1.0}, {'word': 'thịt', 'start': 1.0, 'end': 1.1}, {'word': 'gà', 'start': 1.1, 'end': 1.3}, {'word': 'nè', 'start': 1.3, 'end': 1.5}, {'word': 'rất', 'start': 1.5, 'end': 1.9}, {'word': 'là', 'start': 1.9, 'end': 2.0}, {'word': 'ngon', 'start': 2.0, 'end': 2.0}]",
Sample_256,latest_short,1.45,1.46,1.007,0.0,Ủng hộ nó rất là dữ luôn.,ủng hộ nó rất là dữ luôn,ủng hộ nó rất là dữ luôn,ủng hộ nó rất là dữ luôn,"[{'word': 'ủng', 'start': 0.0, 'end': 0.5}, {'word': 'hộ', 'start': 0.5, 'end': 0.6}, {'word': 'nó', 'start': 0.6, 'end': 0.8}, {'word': 'rất', 'start': 0.8, 'end': 0.9}, {'word': 'là', 'start': 0.9, 'end': 1.1}, {'word': 'dữ', 'start': 1.1, 'end': 1.1}, {'word': 'luôn', 'start': 1.1, 'end': 1.3}]",
Sample_257,latest_short,7.42,4.74,0.639,0.079,"Trung ương đoàn cũng chỉ đạo các cấp tiếp tục huy động nguồn lực để có thêm các hoạt động chăm lo, đồng hành với thanh thiếu nhi, người lao động khó khăn trong dịp Tết nguyên đáng.",Trung ương Đảng cũng chỉ đạo các cấp tiếp tục huy động nguồn lực để có thêm các hoạt động chăm lo đồng hành với thanh thiếu niên người lao động khó khăn trong dịp Tết Nguyên Đán,trung ương đoàn cũng chỉ đạo các cấp tiếp tục huy động nguồn lực để có thêm các hoạt động chăm lo đồng hành với thanh thiếu nhi người lao động khó khăn trong dịp tết nguyên đáng,trung ương đảng cũng chỉ đạo các cấp tiếp tục huy động nguồn lực để có thêm các hoạt động chăm lo đồng hành với thanh thiếu niên người lao động khó khăn trong dịp tết nguyên đán,"[{'word': 'Trung', 'start': 0.0, 'end': 0.6}, {'word': 'ương', 'start': 0.6, 'end': 0.7}, {'word': 'Đảng', 'start': 0.7, 'end': 0.9}, {'word': 'cũng', 'start': 0.9, 'end': 1.0}, {'word': 'chỉ', 'start': 1.0, 'end': 1.1}, {'word': 'đạo', 'start': 1.1, 'end': 1.2}, {'word': 'các', 'start': 1.2, 'end': 1.5}, {'word': 'cấp', 'start': 1.5, 'end': 1.7}, {'word': 'tiếp', 'start': 1.7, 'end': 2.0}, {'word': 'tục', 'start': 2.0, 'end': 2.2}, {'word': 'huy', 'start': 2.2, 'end': 2.4}, {'word': 'động', 'start': 2.4, 'end': 2.5}, {'word': 'nguồn', 'start': 2.5, 'end': 2.7}, {'word': 'lực', 'start': 2.7, 'end': 2.8}, {'word': 'để', 'start': 2.8, 'end': 3.1}, {'word': 'có', 'start': 3.1, 'end': 3.3}, {'word': 'thêm', 'start': 3.3, 'end': 3.4}, {'word': 'các', 'start': 3.4, 'end': 3.6}, {'word': 'hoạt', 'start': 3.6, 'end': 3.7}, {'word': 'động', 'start': 3.7, 'end': 3.7}, {'word': 'chăm', 'start': 3.7, 'end': 4.1}, {'word': 'lo', 'start': 4.1, 'end': 4.2}, {'word': 'đồng', 'start': 4.2, 'end': 4.7}, {'word': 'hành', 'start': 4.7, 'end': 4.8}, {'word': 'với', 'start': 4.8, 'end': 5.0}, {'word': 'thanh', 'start': 5.0, 'end': 5.2}, {'word': 'thiếu', 'start': 5.2, 'end': 5.3}, {'word': 'niên', 'start': 5.3, 'end': 5.4}, {'word': 'người', 'start': 5.4, 'end': 5.7}, {'word': 'lao', 'start': 5.7, 'end': 5.8}, {'word': 'động', 'start': 5.8, 'end': 6.0}, {'word': 'khó', 'start': 6.0, 'end': 6.2}, {'word': 'khăn', 'start': 6.2, 'end': 6.4}, {'word': 'trong', 'start': 6.4, 'end': 6.6}, {'word': 'dịp', 'start': 6.6, 'end': 6.7}, {'word': 'Tết', 'start': 6.7, 'end': 6.8}, {'word': 'Nguyên', 'start': 6.8, 'end': 7.1}, {'word': 'Đán', 'start': 7.1, 'end': 7.2}]",
Sample_258,latest_short,15.79,9.76,0.619,0.058,Jeff đã cùng gia đình chuyển tới nơi ở mới. Cha của anh được thăng chức và họ nghĩ rằng nên chuyển tới nơi thích hợp hơn. Jeff và anh trai Liu không có gì để phàn nàn. Nơi này tốt hơn nơi ở cũ nhiều. Sẽ có gì chờ đón họ.,Jeep đã cùng gia đình chuyển tới nơi ở mới cha của anh được thăng chức và họ nghĩ rằng nên chuyển tới nơi thích hợp hơn Z và anh trai lưu không có gì để phàn nàn nơi này tốt hơn nơi ở cũ nhiều sẽ có gì chờ đón họ,jeff đã cùng gia đình chuyển tới nơi ở mới cha của anh được thăng chức và họ nghĩ rằng nên chuyển tới nơi thích hợp hơn jeff và anh trai liu không có gì để phàn nàn nơi này tốt hơn nơi ở cũ nhiều sẽ có gì chờ đón họ,jeep đã cùng gia đình chuyển tới nơi ở mới cha của anh được thăng chức và họ nghĩ rằng nên chuyển tới nơi thích hợp hơn z và anh trai lưu không có gì để phàn nàn nơi này tốt hơn nơi ở cũ nhiều sẽ có gì chờ đón họ,"[{'word': 'Jeep', 'start': 0.0, 'end': 1.0}, {'word': 'đã', 'start': 1.0, 'end': 1.2}, {'word': 'cùng', 'start': 1.2, 'end': 1.4}, {'word': 'gia', 'start': 1.4, 'end': 1.6}, {'word': 'đình', 'start': 1.6, 'end': 1.7}, {'word': 'chuyển', 'start': 1.7, 'end': 2.0}, {'word': 'tới', 'start': 2.0, 'end': 2.2}, {'word': 'nơi', 'start': 2.2, 'end': 2.4}, {'word': 'ở', 'start': 2.4, 'end': 2.5}, {'word': 'mới', 'start': 2.5, 'end': 2.7}, {'word': 'cha', 'start': 2.7, 'end': 3.8}, {'word': 'của', 'start': 3.8, 'end': 3.9}, {'word': 'anh', 'start': 3.9, 'end': 4.0}, {'word': 'được', 'start': 4.0, 'end': 4.3}, {'word': 'thăng', 'start': 4.3, 'end': 4.5}, {'word': 'chức', 'start': 4.5, 'end': 4.7}, {'word': 'và', 'start': 4.7, 'end': 5.4}, {'word': 'họ', 'start': 5.4, 'end': 5.5}, {'word': 'nghĩ', 'start': 5.5, 'end': 5.7}, {'word': 'rằng', 'start': 5.7, 'end': 5.8}, {'word': 'nên', 'start': 5.8, 'end': 6.6}, {'word': 'chuyển', 'start': 6.6, 'end': 6.8}, {'word': 'tới', 'start': 6.8, 'end': 7.0}, {'word': 'nơi', 'start': 7.0, 'end': 7.2}, {'word': 'thích', 'start': 7.2, 'end': 7.3}, {'word': 'hợp', 'start': 7.3, 'end': 7.5}, {'word': 'hơn', 'start': 7.5, 'end': 7.7}, {'word': 'Z', 'start': 7.7, 'end': 9.1}, {'word': 'và', 'start': 9.1, 'end': 9.4}, {'word': 'anh', 'start': 9.4, 'end': 9.7}, {'word': 'trai', 'start': 9.7, 'end': 9.8}, {'word': 'lưu', 'start': 9.8, 'end': 10.0}, {'word': 'không', 'start': 10.0, 'end': 10.6}, {'word': 'có', 'start': 10.6, 'end': 10.8}, {'word': 'gì', 'start': 10.8, 'end': 10.9}, {'word': 'để', 'start': 10.9, 'end': 11.1}, {'word': 'phàn', 'start': 11.1, 'end': 11.3}, {'word': 'nàn', 'start': 11.3, 'end': 11.5}, {'word': 'nơi', 'start': 11.5, 'end': 12.6}, {'word': 'này', 'start': 12.6, 'end': 12.7}, {'word': 'tốt', 'start': 12.7, 'end': 12.8}, {'word': 'hơn', 'start': 12.8, 'end': 13.0}, {'word': 'nơi', 'start': 13.0, 'end': 13.3}, {'word': 'ở', 'start': 13.3, 'end': 13.5}, {'word': 'cũ', 'start': 13.5, 'end': 13.6}, {'word': 'nhiều', 'start': 13.6, 'end': 13.9}, {'word': 'sẽ', 'start': 13.9, 'end': 14.7}, {'word': 'có', 'start': 14.7, 'end': 14.8}, {'word': 'gì', 'start': 14.8, 'end': 15.1}, {'word': 'chờ', 'start': 15.1, 'end': 15.2}, {'word': 'đón', 'start': 15.2, 'end': 15.4}, {'word': 'họ', 'start': 15.4, 'end': 15.7}]",
Sample_259,latest_short,2.82,2.17,0.769,0.0,"Đến đây chắc nhiều người sẽ nghĩ, bố mình sản hả?",đến đây chắc nhiều người sẽ nghĩ bố mình sản hả,đến đây chắc nhiều người sẽ nghĩ bố mình sản hả,đến đây chắc nhiều người sẽ nghĩ bố mình sản hả,"[{'word': 'đến', 'start': 0.0, 'end': 0.6}, {'word': 'đây', 'start': 0.6, 'end': 0.7}, {'word': 'chắc', 'start': 0.7, 'end': 0.9}, {'word': 'nhiều', 'start': 0.9, 'end': 1.0}, {'word': 'người', 'start': 1.0, 'end': 1.1}, {'word': 'sẽ', 'start': 1.1, 'end': 1.3}, {'word': 'nghĩ', 'start': 1.3, 'end': 1.5}, {'word': 'bố', 'start': 1.5, 'end': 2.0}, {'word': 'mình', 'start': 2.0, 'end': 2.2}, {'word': 'sản', 'start': 2.2, 'end': 2.3}, {'word': 'hả', 'start': 2.3, 'end': 2.6}]",
Sample_260,latest_short,2.82,2.53,0.9,0.0,Từ máu nó sẽ lưu chuyển toàn bộ trong cơ thể.,từ máu nó sẽ lưu Chuyển toàn bộ trong cơ thể,từ máu nó sẽ lưu chuyển toàn bộ trong cơ thể,từ máu nó sẽ lưu chuyển toàn bộ trong cơ thể,"[{'word': 'từ', 'start': 0.0, 'end': 0.7}, {'word': 'máu', 'start': 0.7, 'end': 1.0}, {'word': 'nó', 'start': 1.0, 'end': 1.1}, {'word': 'sẽ', 'start': 1.1, 'end': 1.3}, {'word': 'lưu', 'start': 1.3, 'end': 1.6}, {'word': 'Chuyển', 'start': 1.6, 'end': 1.8}, {'word': 'toàn', 'start': 1.8, 'end': 2.0}, {'word': 'bộ', 'start': 2.0, 'end': 2.2}, {'word': 'trong', 'start': 2.2, 'end': 2.3}, {'word': 'cơ', 'start': 2.3, 'end': 2.5}, {'word': 'thể', 'start': 2.5, 'end': 2.7}]",
Sample_261,latest_short,9.05,5.72,0.632,0.029,Thực tế được ghi nhận qua các nghiên cứu về sự bất thường của não bộ cho thấy chính những sự bất thường này dường như mới là cơ chế gây ra sự dối loạn.,thực tế được ghi nhận qua các nghiên cứu về sự bất thường của não bộ cho thấy chính những sự bất thường này dường như mới là cơ chế gây ra sự rối loạn,thực tế được ghi nhận qua các nghiên cứu về sự bất thường của não bộ cho thấy chính những sự bất thường này dường như mới là cơ chế gây ra sự dối loạn,thực tế được ghi nhận qua các nghiên cứu về sự bất thường của não bộ cho thấy chính những sự bất thường này dường như mới là cơ chế gây ra sự rối loạn,"[{'word': 'thực', 'start': 0.0, 'end': 0.7}, {'word': 'tế', 'start': 0.7, 'end': 0.8}, {'word': 'được', 'start': 0.8, 'end': 1.0}, {'word': 'ghi', 'start': 1.0, 'end': 1.2}, {'word': 'nhận', 'start': 1.2, 'end': 1.3}, {'word': 'qua', 'start': 1.3, 'end': 1.6}, {'word': 'các', 'start': 1.6, 'end': 1.8}, {'word': 'nghiên', 'start': 1.8, 'end': 2.0}, {'word': 'cứu', 'start': 2.0, 'end': 2.0}, {'word': 'về', 'start': 2.0, 'end': 2.5}, {'word': 'sự', 'start': 2.5, 'end': 2.7}, {'word': 'bất', 'start': 2.7, 'end': 2.8}, {'word': 'thường', 'start': 2.8, 'end': 3.0}, {'word': 'của', 'start': 3.0, 'end': 3.2}, {'word': 'não', 'start': 3.2, 'end': 3.5}, {'word': 'bộ', 'start': 3.5, 'end': 3.6}, {'word': 'cho', 'start': 3.6, 'end': 4.1}, {'word': 'thấy', 'start': 4.1, 'end': 4.3}, {'word': 'chính', 'start': 4.3, 'end': 4.8}, {'word': 'những', 'start': 4.8, 'end': 5.0}, {'word': 'sự', 'start': 5.0, 'end': 5.2}, {'word': 'bất', 'start': 5.2, 'end': 5.4}, {'word': 'thường', 'start': 5.4, 'end': 5.5}, {'word': 'này', 'start': 5.5, 'end': 5.6}, {'word': 'dường', 'start': 5.6, 'end': 6.5}, {'word': 'như', 'start': 6.5, 'end': 6.6}, {'word': 'mới', 'start': 6.6, 'end': 6.9}, {'word': 'là', 'start': 6.9, 'end': 7.1}, {'word': 'cơ', 'start': 7.1, 'end': 7.3}, {'word': 'chế', 'start': 7.3, 'end': 7.4}, {'word': 'gây', 'start': 7.4, 'end': 7.9}, {'word': 'ra', 'start': 7.9, 'end': 8.0}, {'word': 'sự', 'start': 8.0, 'end': 8.5}, {'word': 'rối', 'start': 8.5, 'end': 8.7}, {'word': 'loạn', 'start': 8.7, 'end': 8.9}]",
Sample_262,latest_short,9.56,6.18,0.646,0.0,Tuy nhiên thì nói lý thuyết là một chuyện để có thể hiểu sâu hơn về cái chức năng này thì chúng ta cũng cần phải kết hợp với cái việc quan sát trực tiếp ngoài thực tế và nhận biết những cái biểu hiện thường thấy.,Tuy nhiên thì nói lý thuyết là một chuyện để có thể hiểu sâu hơn về cái chức năng này thì chúng ta cũng cần phải kết hợp với cái việc quan sát trực tiếp ngoài thực tế và nhận biết những cái biểu hiện thường thấy,tuy nhiên thì nói lý thuyết là một chuyện để có thể hiểu sâu hơn về cái chức năng này thì chúng ta cũng cần phải kết hợp với cái việc quan sát trực tiếp ngoài thực tế và nhận biết những cái biểu hiện thường thấy,tuy nhiên thì nói lý thuyết là một chuyện để có thể hiểu sâu hơn về cái chức năng này thì chúng ta cũng cần phải kết hợp với cái việc quan sát trực tiếp ngoài thực tế và nhận biết những cái biểu hiện thường thấy,"[{'word': 'Tuy', 'start': 0.0, 'end': 0.5}, {'word': 'nhiên', 'start': 0.5, 'end': 0.7}, {'word': 'thì', 'start': 0.7, 'end': 0.8}, {'word': 'nói', 'start': 0.8, 'end': 1.0}, {'word': 'lý', 'start': 1.0, 'end': 1.1}, {'word': 'thuyết', 'start': 1.1, 'end': 1.3}, {'word': 'là', 'start': 1.3, 'end': 1.5}, {'word': 'một', 'start': 1.5, 'end': 1.6}, {'word': 'chuyện', 'start': 1.6, 'end': 1.8}, {'word': 'để', 'start': 1.8, 'end': 2.1}, {'word': 'có', 'start': 2.1, 'end': 2.3}, {'word': 'thể', 'start': 2.3, 'end': 2.4}, {'word': 'hiểu', 'start': 2.4, 'end': 2.6}, {'word': 'sâu', 'start': 2.6, 'end': 2.8}, {'word': 'hơn', 'start': 2.8, 'end': 3.0}, {'word': 'về', 'start': 3.0, 'end': 3.2}, {'word': 'cái', 'start': 3.2, 'end': 3.4}, {'word': 'chức', 'start': 3.4, 'end': 3.6}, {'word': 'năng', 'start': 3.6, 'end': 3.7}, {'word': 'này', 'start': 3.7, 'end': 3.7}, {'word': 'thì', 'start': 3.7, 'end': 4.1}, {'word': 'chúng', 'start': 4.1, 'end': 4.2}, {'word': 'ta', 'start': 4.2, 'end': 4.3}, {'word': 'cũng', 'start': 4.3, 'end': 4.5}, {'word': 'cần', 'start': 4.5, 'end': 4.7}, {'word': 'phải', 'start': 4.7, 'end': 4.9}, {'word': 'kết', 'start': 4.9, 'end': 5.0}, {'word': 'hợp', 'start': 5.0, 'end': 5.1}, {'word': 'với', 'start': 5.1, 'end': 5.4}, {'word': 'cái', 'start': 5.4, 'end': 5.6}, {'word': 'việc', 'start': 5.6, 'end': 5.7}, {'word': 'quan', 'start': 5.7, 'end': 6.3}, {'word': 'sát', 'start': 6.3, 'end': 6.4}, {'word': 'trực', 'start': 6.4, 'end': 6.6}, {'word': 'tiếp', 'start': 6.6, 'end': 6.7}, {'word': 'ngoài', 'start': 6.7, 'end': 7.1}, {'word': 'thực', 'start': 7.1, 'end': 7.2}, {'word': 'tế', 'start': 7.2, 'end': 7.3}, {'word': 'và', 'start': 7.3, 'end': 7.9}, {'word': 'nhận', 'start': 7.9, 'end': 8.2}, {'word': 'biết', 'start': 8.2, 'end': 8.3}, {'word': 'những', 'start': 8.3, 'end': 8.5}, {'word': 'cái', 'start': 8.5, 'end': 8.7}, {'word': 'biểu', 'start': 8.7, 'end': 8.9}, {'word': 'hiện', 'start': 8.9, 'end': 9.0}, {'word': 'thường', 'start': 9.0, 'end': 9.2}, {'word': 'thấy', 'start': 9.2, 'end': 9.3}]",
Sample_263,latest_short,1.19,1.08,0.906,0.0,Sao mày không tìm tao?,Sao mày không tìm tao,sao mày không tìm tao,sao mày không tìm tao,"[{'word': 'Sao', 'start': 0.0, 'end': 0.5}, {'word': 'mày', 'start': 0.5, 'end': 0.6}, {'word': 'không', 'start': 0.6, 'end': 0.7}, {'word': 'tìm', 'start': 0.7, 'end': 0.9}, {'word': 'tao', 'start': 0.9, 'end': 1.0}]",
Sample_264,latest_short,2.82,2.32,0.822,0.0,Nàng tiếp tục đẩy lùi cám dỗ của sự nghỉ ngơi.,nàng tiếp tục đẩy lùi Cám Dỗ của sự nghỉ ngơi,nàng tiếp tục đẩy lùi cám dỗ của sự nghỉ ngơi,nàng tiếp tục đẩy lùi cám dỗ của sự nghỉ ngơi,"[{'word': 'nàng', 'start': 0.0, 'end': 0.7}, {'word': 'tiếp', 'start': 0.7, 'end': 0.9}, {'word': 'tục', 'start': 0.9, 'end': 1.0}, {'word': 'đẩy', 'start': 1.0, 'end': 1.2}, {'word': 'lùi', 'start': 1.2, 'end': 1.4}, {'word': 'Cám', 'start': 1.4, 'end': 1.8}, {'word': 'Dỗ', 'start': 1.8, 'end': 1.9}, {'word': 'của', 'start': 1.9, 'end': 2.2}, {'word': 'sự', 'start': 2.2, 'end': 2.3}, {'word': 'nghỉ', 'start': 2.3, 'end': 2.5}, {'word': 'ngơi', 'start': 2.5, 'end': 2.6}]",
Sample_265,latest_short,5.12,3.3,0.645,0.0,Khao khát tình yêu và khao khát làm giàu luôn là hai đề tài hấp dẫn nhất đối với con người.,khao khát tình yêu và khao khát làm giàu luôn là hai đề tài hấp dẫn nhất đối với con người,khao khát tình yêu và khao khát làm giàu luôn là hai đề tài hấp dẫn nhất đối với con người,khao khát tình yêu và khao khát làm giàu luôn là hai đề tài hấp dẫn nhất đối với con người,"[{'word': 'khao', 'start': 0.0, 'end': 0.7}, {'word': 'khát', 'start': 0.7, 'end': 0.9}, {'word': 'tình', 'start': 0.9, 'end': 1.0}, {'word': 'yêu', 'start': 1.0, 'end': 1.1}, {'word': 'và', 'start': 1.1, 'end': 1.4}, {'word': 'khao', 'start': 1.4, 'end': 1.6}, {'word': 'khát', 'start': 1.6, 'end': 1.7}, {'word': 'làm', 'start': 1.7, 'end': 1.9}, {'word': 'giàu', 'start': 1.9, 'end': 2.0}, {'word': 'luôn', 'start': 2.0, 'end': 2.8}, {'word': 'là', 'start': 2.8, 'end': 3.0}, {'word': 'hai', 'start': 3.0, 'end': 3.2}, {'word': 'đề', 'start': 3.2, 'end': 3.4}, {'word': 'tài', 'start': 3.4, 'end': 3.5}, {'word': 'hấp', 'start': 3.5, 'end': 3.8}, {'word': 'dẫn', 'start': 3.8, 'end': 4.0}, {'word': 'nhất', 'start': 4.0, 'end': 4.1}, {'word': 'đối', 'start': 4.1, 'end': 4.6}, {'word': 'với', 'start': 4.6, 'end': 4.7}, {'word': 'con', 'start': 4.7, 'end': 4.8}, {'word': 'người', 'start': 4.8, 'end': 4.9}]",
Sample_266,latest_short,3.84,2.57,0.668,0.0,"Melissa và tôi uống thêm vài ly nữa, rồi đi ra ngoài để vào xe.",Melissa và tôi uống thêm vài ly nữa rồi đi ra ngoài để vào xe,melissa và tôi uống thêm vài ly nữa rồi đi ra ngoài để vào xe,melissa và tôi uống thêm vài ly nữa rồi đi ra ngoài để vào xe,"[{'word': 'Melissa', 'start': 0.0, 'end': 0.8}, {'word': 'và', 'start': 0.8, 'end': 0.9}, {'word': 'tôi', 'start': 0.9, 'end': 1.1}, {'word': 'uống', 'start': 1.1, 'end': 1.2}, {'word': 'thêm', 'start': 1.2, 'end': 1.5}, {'word': 'vài', 'start': 1.5, 'end': 1.7}, {'word': 'ly', 'start': 1.7, 'end': 1.9}, {'word': 'nữa', 'start': 1.9, 'end': 2.0}, {'word': 'rồi', 'start': 2.0, 'end': 2.5}, {'word': 'đi', 'start': 2.5, 'end': 2.7}, {'word': 'ra', 'start': 2.7, 'end': 2.9}, {'word': 'ngoài', 'start': 2.9, 'end': 3.0}, {'word': 'để', 'start': 3.0, 'end': 3.3}, {'word': 'vào', 'start': 3.3, 'end': 3.4}, {'word': 'xe', 'start': 3.4, 'end': 3.7}]",
Sample_267,latest_short,7.25,4.6,0.634,0.067,Thông tin kịp thời nội dung 201 văn bản chỉ đạo điều hành của Trung ương của tỉnh trên sóng phát thanh truyền hình và trang thông tin điện tử.,thông tin kịp thời nội dung 204 văn bản chỉ đạo điều hành của trung ương của Tỉnh trên sóng phát hành truyền hình và trang thông tin điện tử,thông tin kịp thời nội dung 201 văn bản chỉ đạo điều hành của trung ương của tỉnh trên sóng phát thanh truyền hình và trang thông tin điện tử,thông tin kịp thời nội dung 204 văn bản chỉ đạo điều hành của trung ương của tỉnh trên sóng phát hành truyền hình và trang thông tin điện tử,"[{'word': 'thông', 'start': 0.0, 'end': 0.8}, {'word': 'tin', 'start': 0.8, 'end': 0.9}, {'word': 'kịp', 'start': 0.9, 'end': 1.1}, {'word': 'thời', 'start': 1.1, 'end': 1.3}, {'word': 'nội', 'start': 1.3, 'end': 1.4}, {'word': 'dung', 'start': 1.4, 'end': 1.6}, {'word': '204', 'start': 1.6, 'end': 2.3}, {'word': 'văn', 'start': 2.3, 'end': 2.7}, {'word': 'bản', 'start': 2.7, 'end': 2.8}, {'word': 'chỉ', 'start': 2.8, 'end': 3.0}, {'word': 'đạo', 'start': 3.0, 'end': 3.1}, {'word': 'điều', 'start': 3.1, 'end': 3.3}, {'word': 'hành', 'start': 3.3, 'end': 3.4}, {'word': 'của', 'start': 3.4, 'end': 3.7}, {'word': 'trung', 'start': 3.7, 'end': 3.8}, {'word': 'ương', 'start': 3.8, 'end': 3.9}, {'word': 'của', 'start': 3.9, 'end': 4.1}, {'word': 'Tỉnh', 'start': 4.1, 'end': 4.3}, {'word': 'trên', 'start': 4.3, 'end': 4.6}, {'word': 'sóng', 'start': 4.6, 'end': 4.9}, {'word': 'phát', 'start': 4.9, 'end': 5.0}, {'word': 'hành', 'start': 5.0, 'end': 5.3}, {'word': 'truyền', 'start': 5.3, 'end': 5.4}, {'word': 'hình', 'start': 5.4, 'end': 5.5}, {'word': 'và', 'start': 5.5, 'end': 6.2}, {'word': 'trang', 'start': 6.2, 'end': 6.5}, {'word': 'thông', 'start': 6.5, 'end': 6.7}, {'word': 'tin', 'start': 6.7, 'end': 6.8}, {'word': 'điện', 'start': 6.8, 'end': 6.9}, {'word': 'tử', 'start': 6.9, 'end': 7.1}]",
Sample_268,latest_short,4.61,3.04,0.66,0.0,Mỗi xu hướng thương mại điện tử sẽ phù hợp với một loại sản phẩm hoặc dịch vụ cụ thể hơn.,mỗi xu hướng thương mại điện tử sẽ phù hợp với một loại sản phẩm hoặc dịch vụ cụ thể hơn,mỗi xu hướng thương mại điện tử sẽ phù hợp với một loại sản phẩm hoặc dịch vụ cụ thể hơn,mỗi xu hướng thương mại điện tử sẽ phù hợp với một loại sản phẩm hoặc dịch vụ cụ thể hơn,"[{'word': 'mỗi', 'start': 0.0, 'end': 0.5}, {'word': 'xu', 'start': 0.5, 'end': 0.8}, {'word': 'hướng', 'start': 0.8, 'end': 0.9}, {'word': 'thương', 'start': 0.9, 'end': 1.1}, {'word': 'mại', 'start': 1.1, 'end': 1.2}, {'word': 'điện', 'start': 1.2, 'end': 1.3}, {'word': 'tử', 'start': 1.3, 'end': 1.4}, {'word': 'sẽ', 'start': 1.4, 'end': 1.8}, {'word': 'phù', 'start': 1.8, 'end': 2.0}, {'word': 'hợp', 'start': 2.0, 'end': 2.1}, {'word': 'với', 'start': 2.1, 'end': 2.3}, {'word': 'một', 'start': 2.3, 'end': 2.7}, {'word': 'loại', 'start': 2.7, 'end': 2.8}, {'word': 'sản', 'start': 2.8, 'end': 3.0}, {'word': 'phẩm', 'start': 3.0, 'end': 3.1}, {'word': 'hoặc', 'start': 3.1, 'end': 3.7}, {'word': 'dịch', 'start': 3.7, 'end': 3.8}, {'word': 'vụ', 'start': 3.8, 'end': 3.9}, {'word': 'cụ', 'start': 3.9, 'end': 4.1}, {'word': 'thể', 'start': 4.1, 'end': 4.2}, {'word': 'hơn', 'start': 4.2, 'end': 4.3}]",
Sample_269,latest_short,7.34,3.99,0.544,0.607,"Bên cạnh những lời khuyên bổ ích về vấn đề này, cuốn sách cũng chỉ ra những vấn đề đạo đức mà các doanh nghiệp đang mắc phải.",Bên cạnh những lời khuyên bổ ích về vấn đề này,bên cạnh những lời khuyên bổ ích về vấn đề này cuốn sách cũng chỉ ra những vấn đề đạo đức mà các doanh nghiệp đang mắc phải,bên cạnh những lời khuyên bổ ích về vấn đề này,"[{'word': 'Bên', 'start': 0.0, 'end': 0.6}, {'word': 'cạnh', 'start': 0.6, 'end': 0.8}, {'word': 'những', 'start': 0.8, 'end': 1.0}, {'word': 'lời', 'start': 1.0, 'end': 1.2}, {'word': 'khuyên', 'start': 1.2, 'end': 1.3}, {'word': 'bổ', 'start': 1.3, 'end': 1.6}, {'word': 'ích', 'start': 1.6, 'end': 1.7}, {'word': 'về', 'start': 1.7, 'end': 1.9}, {'word': 'vấn', 'start': 1.9, 'end': 2.1}, {'word': 'đề', 'start': 2.1, 'end': 2.2}, {'word': 'này', 'start': 2.2, 'end': 2.3}]",
Sample_270,latest_short,3.24,2.34,0.722,0.0,Có lẽ chỉ cần một lần nữa thôi là tôi có thể thoát ra khỏi đây.,Có lẽ chỉ cần một lần nữa thôi là tôi có thể thoát ra khỏi đây,có lẽ chỉ cần một lần nữa thôi là tôi có thể thoát ra khỏi đây,có lẽ chỉ cần một lần nữa thôi là tôi có thể thoát ra khỏi đây,"[{'word': 'Có', 'start': 0.0, 'end': 0.5}, {'word': 'lẽ', 'start': 0.5, 'end': 0.6}, {'word': 'chỉ', 'start': 0.6, 'end': 0.7}, {'word': 'cần', 'start': 0.7, 'end': 0.8}, {'word': 'một', 'start': 0.8, 'end': 1.0}, {'word': 'lần', 'start': 1.0, 'end': 1.1}, {'word': 'nữa', 'start': 1.1, 'end': 1.3}, {'word': 'thôi', 'start': 1.3, 'end': 1.4}, {'word': 'là', 'start': 1.4, 'end': 2.0}, {'word': 'tôi', 'start': 2.0, 'end': 2.2}, {'word': 'có', 'start': 2.2, 'end': 2.3}, {'word': 'thể', 'start': 2.3, 'end': 2.4}, {'word': 'thoát', 'start': 2.4, 'end': 2.6}, {'word': 'ra', 'start': 2.6, 'end': 2.8}, {'word': 'khỏi', 'start': 2.8, 'end': 2.9}, {'word': 'đây', 'start': 2.9, 'end': 3.1}]",
